ID,MinReqsText,RecReqsText
448400,Minimum:OS: Windows XP or laterProcessor: 1.4 GHzMemory: 1024 MB RAMGraphics: 512 MBDirectX: Version 9.0Storage: 5 GB available space,Recommended:OS: Windows 7 or laterProcessor: 3 GHzMemory: 2048 MB RAMGraphics: 1024 MBDirectX: Version 9.0Storage: 5 MB available space
448440,Minimum:OS: Windows XP/Vista/7/8/10Processor: Pentium IV 1 GhzMemory: 256 MB RAMGraphics: Direct X 9.0 compatible graphics cardDirectX: Version 9.0cStorage: 3 GB available spaceSound Card: Direct X 9.0 compatible sound card,
448470,Minimum:OS: XPProcessor: 2.4 Ghz Dual Core CPUMemory: 1024 MB RAMGraphics: 512MB Dedicated MemoryDirectX: Version 9.0Storage: 350 MB available spaceSound Card: DirectX(r) Compatible,Recommended:OS: 10Processor: 3.0 Ghz Quad Core CPU or fasterMemory: 1024 MB RAMGraphics: 512MB Dedicated MemoryDirectX: Version 9.0Storage: 350 MB available spaceSound Card: DirectX(r) Compatible
448480,Minimum:OS: Windows XP SP2+Processor: SSE2 instruction set supportMemory: 2 GB RAMGraphics: DX9 (shader model 2.0) capabilities; generally everything made since 2004 should work.Storage: 100 MB available spaceSound Card: Any,
448500,Minimum:OS: Windows XPProcessor: Something old should be fine.Memory: 512 MB RAMGraphics: N/ADirectX: Version 9.0Storage: 18 MB available spaceSound Card: N/A,
448510,Minimum:OS: Windows 7 (32-bit)Processor: Dual Core 2.4GhzMemory: 2 GB RAMGraphics: GeForce 8800 GT / AMD HD 6850 / Intel HD Graphics 4400 or aboveDirectX: Version 11Storage: 750 MB available spaceSound Card: DirectX Compatible Sound CardAdditional Notes: Gamepads Recommended,
448520,Minimum:OS: Windows XP Vista 7 8 or 10Processor: ~ 18 GHzMemory: 512 MB RAMGraphics: 128 MB Graphics memoryStorage: 50 MB available space,Recommended:OS: Windows XP Vista 7 8 or 10Processor: Intel Core 2 DuoMemory: 1 GB RAMGraphics: Intel HD 3000Storage: 100 MB available space
448530,Minimum:OS: Windows 7Processor: Intel Celeron S 440 (2.0 GHz) AMD Athlon Neo MV-40 (1.6 GHz) or equivalentMemory: 1 GB RAMGraphics: GeForce 7200 GS (512 MB) Radeon HD 3200 Graphics (384 MB) or equivalentStorage: 400 MB available space,Recommended:OS: Windows 7 or aboveProcessor: Intel Core 2 Duo E6320 (1.8 GHz) AMD Athlon 64 X2 4450e (2.3) or equivalentMemory: 2 GB RAMGraphics: GeForce 8600 GT (512 MB) Radeon HD 3650 (512 MB) or equivalentStorage: 400 MB available space
448540,Minimum:OS: Windows 7/8/8.1/10Processor: 2.0 GHzMemory: 2 GB RAMGraphics: NVIDIA GeForce GT 240 (or better)DirectX: Version 10Storage: 1 GB available spaceSound Card: Any,
448560,Minimum:OS: Windows XPProcessor: Pentium III 500MhzMemory: 256 MB RAMGraphics: OpenGL 1.1 Capable Video with 512MB VRAMDirectX: Version 9.0Storage: 35 MB available spaceSound Card: AnyAdditional Notes: .Net Framework 2.0-4.5+,Recommended:OS: Windows 7Processor: Pentium IVMemory: 512 MB RAMGraphics: OpenGL 2.0 Capable VideoDirectX: Version 9.0Storage: 107 MB available spaceSound Card: AnyAdditional Notes: .Net Framework 2.0-4.5+
448570,Minimum:OS: Windows XP/Vista/Windows 7/8/8.1/10 (32bit/64bit)Processor: Intel(r) Pentium(r) 4 2.0 GHz equivalent or faster processorMemory: 512 MB RAMGraphics: 1024 x 768 pixels or higher desktop resolutionDirectX: Version 9.0cStorage: 1 GB available spaceSound Card: DirectX 9.0 Compatible SoundAdditional Notes: XBOX One Controler Not Supported,Recommended:OS: Windows XP/Vista/Windows 7/8/8.1/10 (32bit/64bit)Processor: Intel(r) Pentium(r) 4 2.0 GHz equivalent or faster processorMemory: 2 GB RAMGraphics: 1024 x 768 pixels or higher desktop resolutionDirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 2 GB available spaceSound Card: DirectX 9.0 Compatible SoundAdditional Notes: *Broadband Connection Only Required For Updates XBOX One Controler Not Supported
448580,Minimum:OS: Windows 7 or betterProcessor: Intel Core 2 Quad Q8400Memory: 4 GB RAMGraphics: NVIDIA GeForce GTS 450 or equivalentDirectX: Version 9.0Storage: 200 MB available spaceSound Card: Onboard,Recommended:OS: Windows 7 or betterProcessor: Intel Core i5-3330 @ 3.00GHz or betterMemory: 8 GB RAMGraphics: NVIDIA GeForce GTX 560 Ti or betterDirectX: Version 9.0Storage: 200 MB available spaceSound Card: Onboard
448610,Minimum:OS: Windows 10 Windows 8 Windows 7 Vista or XP Service Pack 3Processor: 1 GHz processorMemory: 1 GB RAMGraphics: OpenGL 2.1 or higher (available in most modern Windows systems),
448620,Minimum:OS: Windows XP Vista 7Processor: Dual Core 22 GHzMemory: 4 GB RAMGraphics: 512mb Video Memory capable of Shader Model 2.0+DirectX: Version 9.0cAdditional Notes: If playing on a Laptop please make sure it has a discrete graphics card.,Recommended:OS: 7 8 8.1 10Processor: Dual Core 3.2 GHzMemory: 4 GB RAMGraphics: 1024 mb Video Memory capable of Shader Model 2.0+DirectX: Version 9.0cAdditional Notes: 4If playing on a Laptop please make sure it has a discrete graphics card.
448630,Minimum:OS: Windows Vista788.110Processor: Dualcore AMDINTELGraphics: NVIDIA GeForce 8600GT AMD Radeon HD2600 Intel HD 2000Storage: 90 MB available space,
448640,Minimum:OS: Windows XP or HigherProcessor: Intel(r) Pentium(r) 4 2.0 GHz equivalent or fasterMemory: 512 MB RAMGraphics: Card capable of 1024 x 768 pixels or higher desktop resolutionStorage: 260 MB available space,
448650,Minimum:OS: Windows Vista/7/8/10Processor: Core2 DuoMemory: 2 GB RAMGraphics: AMD RadeonDirectX: Version 5.2Storage: 300 MB available space,
448660,Minimum:OS: Windows XP and newerProcessor: 2.0+ GHzMemory: 512 MB RAMGraphics: Integrated GraphicsDirectX: Version 8.0Storage: 50 MB available spaceSound Card: Integrated Audio,
448670,Minimum:OS: Windows XP 2000 Vista 7 8 10Processor: 2.4 GhzMemory: 1 GB RAMDirectX: Version 9.0cStorage: 800 MB available space,
448710,Minimum:Processor: Intel i5-4590Memory: 8 GB RAMGraphics: NVIDIA GTX 970  or AMD 290Network: Broadband Internet connectionStorage: 4 GB available space,
448720,Minimum:OS: WINDOWS XP / WINDOWS VISTA / WINDOWS 7 / WINDOWS 8 / WINDOWS 10Processor: Any 64 or 32 bit processorMemory: 1 GB RAMGraphics: DirectX or OpenGL Compatible Video cardStorage: 350 MB available space,
448730,Minimum:OS: Windows7 64 Bit only!Processor: Intel Sandy Bridge or newer AMD Bulldozer or newer (2011+)Memory: 4 GB RAMGraphics: Discrete GPU with OpenGL 3.2 support.Storage: 100 MB available spaceSound Card: OpenAL compatible,Recommended:OS: Windows7 64 BitProcessor: Intel HaswellMemory: 8 GB RAMGraphics: nVidia GTX750Ti or fasterStorage: 100 MB available spaceSound Card: OpenAL compatible
448750,Minimum:OS: Windows XP Windows Vista Windows 7 Windows 8.1 Windows 10Processor: 1.6 GHzMemory: 1 GB RAMGraphics: DirectX 9.0 CompatibleDirectX: Version 9.0Storage: 1 GB available spaceSound Card: DirectX 9.0 Compatible Sound,
448780,Minimum:OS: XP Vista 8 10Processor: 1.5 GHzMemory: 256 MB RAMGraphics: Compatible with DirectX 9.0cDirectX: Version 9.0cStorage: 500 MB available spaceSound Card: Compatible with DirectX 9.0c,
448790,Minimum:OS: WINDOWS XP / WINDOWS VISTA / WINDOWS 7 / WINDOWS 8 / WINDOWS 10Processor: Any 64 or 32 bit processorMemory: 1 GB RAMStorage: 150 MB available space,
448810,Minimum:OS: Windows XPMemory: 512 MB RAMGraphics: Min. 128 MBStorage: 50 MB available space,
448820,Minimum:OS: Windows XPProcessor: 1 GHzMemory: 512 MB RAM,Recommended:OS: Windows XPProcessor: 2 GHzMemory: 1024 MB RAM
448830,Minimum:OS: Windows 7 SP1+Processor: 2 GhzMemory: 2 GB RAMGraphics: Graphics card with DX9 (shader model 2.0) capabilities.DirectX: Version 9.0Storage: 150 MB available space,Recommended:OS: Windows 7 SP1+Processor: 2 Ghz dual coreMemory: 2 GB RAMGraphics: Graphics card with DX9 (shader model 2.0) capabilities.DirectX: Version 9.0Storage: 150 MB available space
448870,Minimum:OS: Windows 8Processor: 1.6 GHz or faster Dual-core x86 64 bitMemory: 2 GB RAMGraphics: DirectX 9 graphics deviceDirectX: Version 9.0Storage: 250 MB available space,
448880,Minimum:OS: Windows 7Processor: Intel i5-4590 AMD FX 8350 equivalent or betterMemory: 8 GB RAMGraphics: Nvidia GeForce GTX 970 AMD Radeon R9 290 equivalent or betterNetwork: Broadband Internet connectionStorage: 100 MB available spaceSound Card: N/A,
448910,Minimum:OS: Windows XP or newerProcessor: Support for SSE2 instruction setMemory: 512 MB RAMDirectX: Version 9.0Storage: 60 MB available space,
448940,Minimum:OS: Windows 7/8/10Processor: Intel Core 2 Duo @ 2.4 Ghz / AMD Athlon 64 X2 5200+Memory: 4 GB RAMGraphics: nVidia GeForce GTX 560 ti / AMD Radeon HD 7850DirectX: Version 11Storage: 5 GB available space,
448980,Minimum:OS: Windows 8 or newerProcessor: i5 3.5GhzMemory: 8 GB RAMGraphics: Nvidia 980ti or betterDirectX: Version 11Storage: 9 GB available space,
449000,Minimum:Processor: Intel or AMD 1.2 GHZ or equivalentMemory: 256 MB RAMStorage: 500 MB available space,
449020,Minimum:OS: Windows 7 8 10Storage: 500 MB available space,
449040,Minimum:OS: Windows XP/Windows Vista/Windows 7/8Processor: 1.6 GHzMemory: 128 MB RAMDirectX: Version 9.0Storage: 300 MB available spaceSound Card: DirectX 9.0 Compatible Sound,
449050,Minimum:OS: Windows XP/Windows Vista/Windows 7/8Processor: 1.6 GHzMemory: 1 GB RAMGraphics: DirectX 9.0 CompatibleDirectX: Version 9.0Storage: 40 MB available spaceSound Card: DirectX 9.0 Compatible Sound,
449060,Minimum:OS: Windows XP 32-bitProcessor: AMD or Intel Dual-Core @ 1.86GHz or higherMemory: 2 GB RAMGraphics: GPU with 512 MB Video RAMDirectX: Version 9.0cStorage: 20 MB available spaceSound Card: DirectX Compatible Sound CardAdditional Notes: Best suited for 16:9 aspect ratio,
449090,Minimum:OS: Microsoft Windows Vista (SP2) 64-bitProcessor: Quad-core Intel or AMD processor 2.3+ GHzMemory: 4 GB RAMGraphics: NVIDIA GeForce GTX 460 or AMD Radeon HD5850 (1 GB VRAM)DirectX: Version 11Storage: 2 GB available space,
449100,Minimum:OS: Windows XPProcessor: 2 GHzMemory: 2 GB RAMGraphics: Intel HD GraphicsDirectX: Version 11Storage: 800 MB available space,Recommended:OS: Windows 7 or HigherProcessor: 2 GHz+Memory: 4 GB RAMGraphics: GTX 460 or BetterDirectX: Version 11Network: Broadband Internet connectionStorage: 800 MB available space
449120,Minimum:OS: Windows 7 / 8 / 10Processor: 2.40GHzMemory: 4 GB RAMStorage: 300 MB available space,
449130,Minimum:OS: Windows 8Processor: i5Memory: 4 GB RAMGraphics: GTX 970DirectX: Version 10Network: Broadband Internet connectionStorage: 9 GB available spaceAdditional Notes: VR Ready PC,Recommended:OS: Windows 10Processor: i7Memory: 16 MB RAMGraphics: GTX 980tiDirectX: Version 11Network: Broadband Internet connectionStorage: 9 GB available spaceAdditional Notes: VR Ready PC
449140,Minimum:OS: Windows 7Processor: 32-64bitMemory: 1 GB RAM,
449150,Minimum:OS: 7Storage: 100 MB available space,
449170,Minimum:OS: Windows(r) 7 32/64 bitProcessor: Intel Atom N455 (1660 MHz)Memory: 1024 MB RAMGraphics: Intel GMA 3150DirectX: Version 9.0,
449180,Minimum:OS: Windows 7 64 bit or higherProcessor: Intel Core2 Duo or betterMemory: 4 GB RAMGraphics: DirectX 10.1 compatible 512 MBDirectX: Version 11Storage: 200 MB available spaceSound Card: DirectX 9.0c compatible,
449200,Minimum:OS: Windows XP SP2 or newerProcessor: 1.5 GHz or betterMemory: 128 MB RAMGraphics: DirectX 9.0 CompatibleStorage: 200 MB available spaceSound Card: DirectX 9.0c compatible,
449210,Minimum:OS: Windows Xp Vista 7 8 10Processor: 1.6GHZMemory: 1 GB RAMGraphics: 64MB internalDirectX: Version 9.0cStorage: 120 MB available spaceAdditional Notes: Lowest resolution supported is 1280x720,
449220,Minimum:OS: Windows 7 home 64bitsGraphics: DX9 features (Shader Model 2.0); in general any board manufactured from 2004 should work.Storage: 2 GB available spaceAdditional Notes: CPU: support for SSE2 instruction set.,Recommended:Storage: 3 GB available space
449240,Minimum:OS: Windows 7Processor: Intel Core 2 Duo 2.3 GHz or AMD Athlon X2 2.5 GHzMemory: 4 GB RAMGraphics: NVIDIA GeForce 8800GT or AMD Radeon HD 3830DirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 300 MB available space,Recommended:OS: Windows 7Processor: Intel Core i5 2.5 GHz or AMD FX 4.0 GHzMemory: 4 GB RAMGraphics: NVIDIA GeForce GTX 560 or AMD Radeon HD 7750Network: Broadband Internet connectionStorage: 300 MB available space
449250,Minimum:OS: Windows XP or laterProcessor: 1.2 GhzMemory: 512 MB RAMGraphics: 1366x768Storage: 150 MB available space,
449300,Minimum:OS: Vista 64bitProcessor: Core2Duo 2GHzMemory: 2 GB RAMGraphics: HD Graphics 4000DirectX: Version 9.0cStorage: 2 GB available space,Recommended:OS: Windows 10Processor: i5Memory: 4 GB RAMGraphics: Nvidia Geforce GTX 670 or AMD equivalentDirectX: Version 9.0cStorage: 3 GB available space
449310,Minimum:OS: Windows XP Vista 7 8/8.1 10Processor: 2.0 GhzMemory: 512 MB RAMGraphics: 128mb Video Memory capable of Shader Model 2.0+DirectX: Version 9.0cStorage: 200MB MB available space,
449320,Minimum:OS: Windows XP SP3 / Windows Vista / Windows 7 / Windows 8 / Windows 10Processor: 2 GHz Intel Core2 Duo or equivalentMemory: 1 GB RAMGraphics: Shader Model 1.1 or greater compatible graphics card with 256 MB video memoryDirectX: Version 9.0cStorage: 400 MB available space,
449330,Minimum:OS: Windows Vista SP2Memory: 1024 MB RAMGraphics: Card Supporting OpenGL 3 or higherStorage: 250 MB available space,
449340,Minimum:OS: Windows XPProcessor: 1GhzMemory: 512 MB RAMGraphics: DirectX or GL Compatible CardStorage: 600 MB available space,
449350,Minimum:OS: XP/Vista/7/8/10Processor: 2 GHZMemory: 1 GB RAMGraphics: 512 MBDirectX: Version 9.0cStorage: 2400 MB available space,Recommended:OS: XP/Vista/7/8/10Processor: 3 GHZMemory: 2 GB RAMGraphics: 1024 MBDirectX: Version 9.0cStorage: 2400 MB available space
449420,Minimum:OS: Windows XP/7/Vista/8/10Processor: Dual Core CPUMemory: 1 GB RAMGraphics: Intel HD Graphics 4000 Nvidia GeForce GT 8000 ATI Radeon HD 4800 SeriesStorage: 200 MB available space,
449440,Minimum:OS: Windows XP\Vista\7\8Processor: 1.2 Ghz+Memory: 1024 MB RAMGraphics: 256 MBStorage: 60 MB available space,Recommended:OS: Windows XP\Vista\7\8Processor: 2 GhzMemory: 2048 MB RAMGraphics: 1 GBStorage: 60 MB available space
449470,Minimum:OS: Windows XP Vista 7 8 8.1 10Processor: 1.3 GHz Intel AMD or EquivalentMemory: 1 GB RAMGraphics: 1 GBDirectX: Version 9.0Network: Broadband Internet connectionStorage: 100 MB available space,
449500,Minimum:OS: Windows 7/8/10Processor: 2.5 GHzMemory: 4 GB RAMGraphics: AMD Radeon HD 7850 2GB NVIDIA GeForce GTX 660 2GBDirectX: Version 11Storage: 700 MB available space,
449520,Minimum:OS: Windows XP Windows Vista Windows 7 Windows 8Processor: 1000 MhzMemory: 512 MB RAMGraphics: 128DirectX: Version 9.0Storage: 260 MB available space,
449530,Minimum:OS: Windows Vista/Windows 7/Windows 10Processor: Intel Core 2 Duo 1.8 Ghz or AMD Athlon X2 64 2.0 GhzMemory: 2048 MB RAMGraphics: NVIDIA GT/s 4xx or EquivalentStorage: 250 MB available space,
449540,Minimum:OS: 7 8Processor: 2GHzMemory: 1024 MB RAMGraphics: 512MBDirectX: Version 9.0,
449550,Minimum:OS: Windows XP/Vista/7/8/8.1/10Memory: 512 MB RAMDirectX: Version 9.0cStorage: 80 MB available space,
449560,Minimum:OS: Windows 78 and 10Processor: Intel i3 or betterMemory: 1 GB RAMGraphics: Nvidia GT 740 AMD Radeon HD 7670 or betterDirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 512 MB available space,
449630,Minimum:OS: Windows XPProcessor: Intel dual core 2.0 GhzGraphics: HD 5670DirectX: Version 9.0cStorage: 500 MB available space,Recommended:OS: Windows 7Processor: Dual Core 3.0 GHzGraphics: HD 5670 or betterDirectX: Version 11Storage: 500 MB available space
449680,Minimum:OS: Windows 7 8 8.1 10Processor: Intel Pentium 4  2GhzMemory: 1 GB RAMGraphics: 512 MB video memoryDirectX: Version 10Storage: 70 MB available space,Recommended:OS: Windows 7 8 8.1 10Processor: Intel Pentium 4  2GhzMemory: 2 GB RAMGraphics: 1024 MB video memoryDirectX: Version 10Storage: 70 MB available space
449690,Minimum:OS: Windows XP 7 8 10Processor: Intel Core 2 Duo E4500 @ 2.2GHz or AMD Athlon 64 X2 5600+ @ 2.8 GHzMemory: 2 GB RAMGraphics: GeForce 240 GT or Radeon HD 6570 - 1024 MB (1 gig)DirectX: Version 9.0Network: Broadband Internet connectionAdditional Notes: Neobkhodima podderzhka nabora instruktsii SSE2,
449710,Minimum:OS: Windows 7Processor: 2 GhzMemory: 2 GB RAMGraphics: DirectX Shader Model 3.0DirectX: Version 9.0cStorage: 100 MB available space,
449730,Minimum:OS: WIndows XMemory: 2 GB RAMGraphics: 1280x720 or higherStorage: 500 MB available space,Recommended:OS: Windowx XMemory: 4 GB RAMGraphics: 1280x720 or higherStorage: 1 GB available space
449760,Minimum:OS: Windows XPProcessor: SSE2 instruction set supportMemory: 128 MB RAMStorage: 500 MB available space,Recommended:OS: Windows 7 or laterProcessor: Intel Pentium 4 (Prescott) or laterMemory: 256 MB RAMStorage: 500 MB available space
449770,Minimum:OS: Microsoft Windows XP/Vista/7/8Processor: 1.6 GHz or fasterMemory: 1 GB RAMGraphics: 1024 x 768 pixels or higher desktop resolutionStorage: 250 MB available spaceAdditional Notes: This was largely produced on a netbook so you will likely be able to run it.,Recommended:OS: Microsoft Windows XP/Vista/7/8Processor: 2.0 GHz or fasterMemory: 2 GB RAMGraphics: 1024 x 768 pixels or higher desktop resolutionStorage: 250 MB available space
449780,Minimum:OS: windows 7 8 10Memory: 1 GB RAMGraphics: 512Mb,
449800,Minimum:OS: Windows(r) 7 Windows(r) 8.1 Windows(r) 10 (64bit)Processor: Core i7 870 2.93GHz overMemory: 4 GB RAMGraphics: NVIDIA Geforce GTS 450DirectX: Version 11Network: Broadband Internet connectionStorage: 25 GB available spaceSound Card: DirectX 9.0c overAdditional Notes: Pixel Shader 3.0 over 3D Accelerator chip  VRAM 1GB over,Recommended:OS: Windows(r) 7 Windows(r) 8.1 Windows(r) 10 (64bit)Processor: Core i7 2600 3.40GHz overMemory: 8 GB RAMGraphics: NVIDIA Geforce GTX 760DirectX: Version 11Network: Broadband Internet connectionStorage: 25 GB available spaceSound Card: DirectX 9.0c overAdditional Notes: Pixel Shader 3.0 over 3D Accelerator chip  VRAM 2GB over
449820,Minimum:OS: Windows VistaProcessor: Intel Core 2 DuoStorage: 523 MB available space,Recommended:OS: Windows 10Processor: Intel Core i7Graphics: Nvidia Geforce GTXStorage: 523 MB available space
449830,Minimum:OS: Windows 7/8.1/10Memory: 1 GB RAMStorage: 3 GB available space,
449940,Minimum:OS: Windows XP Vista 7 8 8.1 10 (32/64 bit)Processor: SSE2 instruction set support (Pentium 4 Intel Atom Athlon XP or highter) 2GhzMemory: 1 GB RAMGraphics: DX9 (shader model 2.0) capabilities; generally everything made since 2004 should workDirectX: Version 9.0cStorage: 400 MB available spaceSound Card: DirectX compatible sound card,
449960,Minimum:OS: Windows Vista 7 8 8.1 10Processor: 1.7 GHz Dual Core or GreaterMemory: 2 GB RAMGraphics: 512 MB DirectX 9.0c compatible graphics cardDirectX: Version 9.0cStorage: 1 GB available spaceSound Card: DirectX 9.0c compatible,
450020,Minimum:OS: Windows XP Vista 7 or 8Processor: 2ghzMemory: 2 GB RAMGraphics: 512mbDirectX: Version 9.0cStorage: 200 MB available space,
450030,Minimum:OS: XP/Vista/Windows 7Processor: Intel(R) Core(TM) i5-2500 CPU @ 3.30GHz or similarMemory: 8 GB RAMGraphics: AMD Radeon(tm) HD 6850 / NVIDIA(r) GeForce(r) GTX 560DirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 4 GB available spaceSound Card: DirectX CompatibleAdditional Notes: Shader Model: 3.0 Input devices: Keyboard and Mouse,
450040,Minimum:OS: Windows 7Processor: Intel Core i5 4460 equivalent or greaterMemory: 4 GB RAMGraphics: NVIDIA GeForce GT 430 (no VR) or GTX 960 (VR)DirectX: Version 9.0cStorage: 1 GB available space,
450050,Minimum:OS: Windows 7 8 or Windows 10 (64 bit)Processor: Dual-core 2.4+ GHzMemory: 2 GB RAMGraphics: Direct X 11 Class GPU with 1GB+ VRAM (nVidia GeForce 560 series AMD Radeon HD 7700 Series). For VR: (nVidia GeForce 960+ AMD Radeon R9 280X+)DirectX: Version 11Storage: 700 MB available space,Recommended:OS: Windows 7 8 or Windows 10 (64 bit)Processor: Quad-core 3.0 GHzMemory: 4 GB RAMGraphics: Direct X 11 Class GPU with 1GB+ VRAM (nVidia GeForce 660 series AMD Radeon HD 7800 Series). For VR: (nVidia GeForce 970 AMD Radeon R9 290)DirectX: Version 11Storage: 1 GB available space
450060,Minimum:OS: Windows 7Processor: Intel Core i5 4460 equivalent or greaterMemory: 4 GB RAMGraphics: NVIDIA GeForce GT 430 (no VR) or GTX 960 (VR) or AMD Radeon HD 5670 (no VR) or R9 290 (VR)DirectX: Version 11Storage: 10 GB available spaceAdditional Notes: Requires Oculus Rift DK2 Oculus Rift CV1 HTC Vive Pre or HTC Vive to work in VR,Recommended:OS: Windows 10Processor: Intel Core i5 4590 equivalent or greaterMemory: 4 GB RAMGraphics: NVIDIA GeForce GTX 750Ti (no VR) or GTX 980 (VR) or AMD Radeon R7 260 (no VR) or R9 290X (VR)DirectX: Version 11Storage: 10 GB available spaceAdditional Notes: Requires Oculus Rift DK2 Oculus Rift CV1 HTC Vive Pre or HTC Vive to work in VR
450110,Minimum:OS: Windows 7 - 64 bit or aboveProcessor: Intel i3 or AMD equivalentMemory: 4 GB RAMGraphics: 2GB Video RAMDirectX: Version 10Storage: 2 GB available space,Recommended:OS: Windows 10 - 64 bitProcessor: Intel i5 or AMD equivalent         (VRMode Intel i7 or AMD equivalent (AMD FX 9500+ Series)Memory: 8 GB RAMGraphics: 4GB Video RAM         (VRMode NVIDIA GTX 970 / AMD 290 equivalent or greater)DirectX: Version 11Storage: 2 GB available space
450120,Minimum:OS: Windows 98 / ME / 2000 / XP / Vista / 7Processor: 1.0 GHz ProcessorMemory: 128 MB RAMGraphics: 100% DirectX compatible graphicsStorage: 100 MB available spaceSound Card: 100% DirectX compatible card or onboard sound,Recommended:OS: Windows 98 / ME / 2000 / XP / Vista / 7Processor: 1.5 GHz ProcessorMemory: 256 MB RAMGraphics: 100% DirectX compatible graphicsStorage: 100 MB available spaceSound Card: 100% DirectX compatible card or onboard sound
450140,Minimum:OS: Windows 98 / ME / 2000 / XP / Vista / 7Processor: 1.0 GHz ProcessorMemory: 128 MB RAMGraphics: 100% DirectX compatible graphicsStorage: 200 MB available spaceSound Card: 100% DirectX compatible card or onboard sound,Recommended:OS: Windows 98 / ME / 2000 / XP / Vista / 7Processor: 1.5 GHz ProcessorMemory: 256 MB RAMGraphics: 100% DirectX compatible graphicsStorage: 200 MB available spaceSound Card: 100% DirectX compatible card or onboard sound
450150,Minimum:OS: Windows XP/Vista/7/8Processor: 1.2 GHzMemory: 512 MB RAMDirectX: Version 9.0Storage: 366 MB available space,
450190,Minimum:OS: Windows XP 64bitProcessor: 1.6 GHzMemory: 512 MB RAMGraphics: 1024x768 resolutionDirectX: Version 9.0Storage: 512 MB available spaceSound Card: On board,
450220,Minimum:OS: XP SP2+Processor: SSE2 instruction set supportMemory: 4 GB RAMGraphics: Shader model 2.0 supportDirectX: Version 9.0Storage: 700 MB available space,
450240,Minimum:OS: Windows XPProcessor: Intel Core i3Memory: 2 GB RAMGraphics: AMD Radeon 6670Storage: 1 GB available space,
450250,Minimum:OS: Windows 7 / 8 / 8.1Processor: Intel Core2 DuoMemory: 1 GB RAMGraphics: nVidia GeForce 7900 GT or better / AMD Radeon X1900 / nVidia GeForce GT 620 (Windows 8.1)DirectX: Version 11Network: Broadband Internet connectionStorage: 7 GB available spaceSound Card: Direct SoundAdditional Notes: Compatibility with Xbox 360 Controller,Recommended:OS: Windows 7 / 8 / 8.1Processor: Intel Core i5 / i7Memory: 2 GB RAMGraphics: nVidia GeForce 8800 GT or better / AMD Radeon HD3700 / nVidia GeForce GT 650 (Windows 8.1)DirectX: Version 11Network: Broadband Internet connectionStorage: 7 GB available spaceSound Card: Direct SoundAdditional Notes: Compatibility with Xbox 360 Controller
450290,Minimum:OS: Windows XP SP3/Vista/7/8/8.1/10Processor: Intel Core 2 Duo or AMD equivalentMemory: 3 GB RAMGraphics: DirectX compatible graphics cardSound Card: DirectX compatible sound card,
450390,Minimum:OS: Windows 7 SP1 Windows 8.1 or Windows 10Processor: Intel(r) i5-4590 AMD FX 8350 equivalent or betterMemory: 4 GB RAMGraphics: NVIDIA GeForce(r) GTX 970 AMD Radeon(tm) R9 290 equivalent or better Video Output: HDMI 1.4 DisplayPort 1.2 or newerAdditional Notes: 1x USB 2.0 or better port also required,
450440,Minimum:OS: Windows XPProcessor: Dual-core processor (Intel Dual Core 2.0 GHz or AMD Athlon X2 5200+ 2.6 GHzMemory: 1 GB RAMGraphics: DirectX 9.0c compatible PixelShader & Vertex Shader 1.1DirectX: Version 9.0Storage: 80 MB available spaceSound Card: DirectX 9.0c compatibleAdditional Notes: .Net FrameWork 4.5.1,
450500,Minimum:OS: Windows 7 8 8.1 10Processor: Intel Core 2 Duo 2GHz or higherMemory: 1 GB RAMGraphics: DirectX(r) 11 supported GPU(GeForce GTX 400 series or Radeon HD 6000 series)DirectX: Version 11Network: Broadband Internet connectionStorage: 1 GB available spaceSound Card: DirectSound-compatible Sound Card,
450540,Minimum:OS: Windows 7 SP1 Windows 8.1 or later Windows 10Processor: CPU: Intel i5-4590 AMD FX 8350 equivalent or betterMemory: 8 GB RAMGraphics: Nvidia GeForce GTX 970 AMD Radeon R9 290 equivalent or betterDirectX: Version 11Storage: 1 GB available spaceSound Card: N/A,
450570,Minimum:OS: Windows(r) Me / 2000 / XP / Vista / 7 /8 / 10Processor: Intel or AMD with min. 1.5 GHzMemory: 512 MB RAMGraphics: Nvidia GeForce(r) AMD Radeon(r) with min. 128 MB VRAMDirectX: Version 9.0cStorage: 1 GB available space,
450590,Minimum:OS: Windows XP Vista 7 8 10Processor: 2 GHz AMD or IntelMemory: 1 GB RAMGraphics: Nvidia GeForce 7000 ATI Radeon X1850 or betterDirectX: Version 9.0cStorage: 500 MB available space,
450600,Minimum:OS: Windows XP Vista 7 8 10Processor: 2 GHz AMD or IntelMemory: 1 GB RAMGraphics: Nvidia GeForce 7000 ATI Radeon X1850 or betterDirectX: Version 9.0cStorage: 500 MB available space,
450650,Minimum:OS: Windows 7 or aboveProcessor: 2.50 Ghz Dual-coreMemory: 512 MB RAMGraphics: Integrated GraphicsStorage: 512 MB available space,
